"Pair.Name","Ligand.ApprovedSymbol","Receptor.ApprovedSymbol","Mouse_LigandSym","Mouse_RecSym","Mouse.Pairs"
"C3_Ifitm1","C3","Ifitm1","C3","Ifitm1","C3_Ifitm1"
"C3_Ifitm1","C3","Ifitm1","C3","Ifitm3","C3_Ifitm3"
"C3_Ifitm1","C3","Ifitm1","C3","Ifitm2","C3_Ifitm2"
"C3_Itgam","C3","Itgam","C3","Itgam","C3_Itgam"
"C3_Itgam","C3","Itgam","C3","Itgam","C3_Itgam"
"C3_Itgax","C3","Itgax","C3","Itgax","C3_Itgax"
"C3_Itgb2","C3","Itgb2","C3","Itgb2l","C3_Itgb2l"
"C3_Itgb2","C3","Itgb2","C3","Itgb2","C3_Itgb2"
"C3_Lrp1","C3","Lrp1","C3","Lrp1","C3_Lrp1"
"C4a_C3ar1","C4a","C3ar1","C4b","C3ar1","C4b_C3ar1"
"C4a_C5ar2","C4a","C5ar2","C4b","C5ar2","C4b_C5ar2"
"C4a_Cr1","C4a","Cr1","C4b",NA,"C4b_NA"
"C4bpa_Bmpr2","C4bpa","Bmpr2",NA,"Bmpr2","NA_Bmpr2"
"C4bpa_Cd40","C4bpa","Cd40",NA,"Cd40","NA_Cd40"
"C4bpa_Lrp1","C4bpa","Lrp1",NA,"Lrp1","NA_Lrp1"
"C4b_Cd46","C4b","Cd46","C4b","Cd46","C4b_Cd46"
"C4b_Cr1","C4b","Cr1","C4b",NA,"C4b_NA"
"C5_C5ar1","C5","C5ar1","Hc","C5ar1","Hc_C5ar1"
"C5_C5ar2","C5","C5ar2","Hc","C5ar2","Hc_C5ar2"
"C5orf55_Traf2","C5orf55","Traf2",NA,"Traf2","NA_Traf2"
"C6orf15_Ddr1","C6orf15","Ddr1","2300002M23Rik","Ddr1","2300002M23Rik_Ddr1"
"Calca_Calcr","Calca","Calcr","Calca","Calcr","Calca_Calcr"
"Calca_Calcrl","Calca","Calcrl","Calca","Calcrl","Calca_Calcrl"
"Calca_Ramp1","Calca","Ramp1","Calca","Ramp1","Calca_Ramp1"
"Calca_Ramp2","Calca","Ramp2","Calca","Ramp2","Calca_Ramp2"
"Calcb_Calcr","Calcb","Calcr","Calcb","Calcr","Calcb_Calcr"
"Calcb_Calcrl","Calcb","Calcrl","Calcb","Calcrl","Calcb_Calcrl"
"Calcb_Ramp1","Calcb","Ramp1","Calcb","Ramp1","Calcb_Ramp1"
"Calm1_Abca1","Calm1","Abca1","Calm1","Abca1","Calm1_Abca1"
"Calm1_Abca1","Calm1","Abca1","Calm3","Abca1","Calm3_Abca1"
"Calm1_Adcy8","Calm1","Adcy8","Calm1","Adcy8","Calm1_Adcy8"
"Calm1_Adcy8","Calm1","Adcy8","Calm3","Adcy8","Calm3_Adcy8"
"Calm1_Adcyap1r1","Calm1","Adcyap1r1","Calm1","Adcyap1r1","Calm1_Adcyap1r1"
"Calm1_Adcyap1r1","Calm1","Adcyap1r1","Calm3","Adcyap1r1","Calm3_Adcyap1r1"
"Calm1_Aqp6","Calm1","Aqp6","Calm1","Aqp6","Calm1_Aqp6"
"Calm1_Aqp6","Calm1","Aqp6","Calm3","Aqp6","Calm3_Aqp6"
"Calm1_Cacna1c","Calm1","Cacna1c","Calm1","Cacna1c","Calm1_Cacna1c"
"Calm1_Cacna1c","Calm1","Cacna1c","Calm3","Cacna1c","Calm3_Cacna1c"
"Calm1_Calcr","Calm1","Calcr","Calm1","Calcr","Calm1_Calcr"
"Calm1_Calcr","Calm1","Calcr","Calm3","Calcr","Calm3_Calcr"
"Calm1_Cnga2","Calm1","Cnga2","Calm1","Cnga2","Calm1_Cnga2"
"Calm1_Cnga2","Calm1","Cnga2","Calm3","Cnga2","Calm3_Cnga2"
"Calm1_Crhr1","Calm1","Crhr1","Calm1","Crhr1","Calm1_Crhr1"
"Calm1_Crhr1","Calm1","Crhr1","Calm3","Crhr1","Calm3_Crhr1"
"Calm1_Egfr","Calm1","Egfr","Calm1","Egfr","Calm1_Egfr"
"Calm1_Egfr","Calm1","Egfr","Calm3","Egfr","Calm3_Egfr"
"Calm1_Fas","Calm1","Fas","Calm1","Fas","Calm1_Fas"
"Calm1_Fas","Calm1","Fas","Calm3","Fas","Calm3_Fas"
"Calm1_Glp1r","Calm1","Glp1r","Calm1","Glp1r","Calm1_Glp1r"
"Calm1_Glp1r","Calm1","Glp1r","Calm3","Glp1r","Calm3_Glp1r"
"Calm1_Glp2r","Calm1","Glp2r","Calm1","Glp2r","Calm1_Glp2r"
"Calm1_Glp2r","Calm1","Glp2r","Calm3","Glp2r","Calm3_Glp2r"
"Calm1_Gp6","Calm1","Gp6","Calm1","Gp6","Calm1_Gp6"
"Calm1_Gp6","Calm1","Gp6","Calm3","Gp6","Calm3_Gp6"
"Calm1_Grm3","Calm1","Grm3","Calm1","Grm3","Calm1_Grm3"
"Calm1_Grm3","Calm1","Grm3","Calm3","Grm3","Calm3_Grm3"
"Calm1_Grm4","Calm1","Grm4","Calm1","Grm4","Calm1_Grm4"
"Calm1_Grm4","Calm1","Grm4","Calm3","Grm4","Calm3_Grm4"
"Calm1_Grm5","Calm1","Grm5","Calm1","Grm5","Calm1_Grm5"
"Calm1_Grm5","Calm1","Grm5","Calm3","Grm5","Calm3_Grm5"
"Calm1_Grm7","Calm1","Grm7","Calm1","Grm7","Calm1_Grm7"
"Calm1_Grm7","Calm1","Grm7","Calm3","Grm7","Calm3_Grm7"
"Calm1_Hmmr","Calm1","Hmmr","Calm1","Hmmr","Calm1_Hmmr"
"Calm1_Hmmr","Calm1","Hmmr","Calm3","Hmmr","Calm3_Hmmr"
"Calm1_Htr2c","Calm1","Htr2c","Calm1","Htr2c","Calm1_Htr2c"
"Calm1_Htr2c","Calm1","Htr2c","Calm3","Htr2c","Calm3_Htr2c"
"Calm1_Insr","Calm1","Insr","Calm1","Insr","Calm1_Insr"
"Calm1_Insr","Calm1","Insr","Calm3","Insr","Calm3_Insr"
"Calm1_Kcnn4","Calm1","Kcnn4","Calm1","Kcnn4","Calm1_Kcnn4"
"Calm1_Kcnn4","Calm1","Kcnn4","Calm3","Kcnn4","Calm3_Kcnn4"
"Calm1_Kcnq1","Calm1","Kcnq1","Calm1","Kcnq1","Calm1_Kcnq1"
"Calm1_Kcnq1","Calm1","Kcnq1","Calm3","Kcnq1","Calm3_Kcnq1"
"Calm1_Kcnq3","Calm1","Kcnq3","Calm1","Kcnq3","Calm1_Kcnq3"
"Calm1_Kcnq3","Calm1","Kcnq3","Calm3","Kcnq3","Calm3_Kcnq3"
"Calm1_Kcnq5","Calm1","Kcnq5","Calm1","Kcnq5","Calm1_Kcnq5"
"Calm1_Kcnq5","Calm1","Kcnq5","Calm3","Kcnq5","Calm3_Kcnq5"
"Calm1_Mip","Calm1","Mip","Calm1","Mip","Calm1_Mip"
"Calm1_Mip","Calm1","Mip","Calm3","Mip","Calm3_Mip"
"Calm1_Mylk","Calm1","Mylk","Calm1","Mylk","Calm1_Mylk"
"Calm1_Mylk","Calm1","Mylk","Calm3","Mylk","Calm3_Mylk"
"Calm1_Mylk2","Calm1","Mylk2","Calm1","Mylk2","Calm1_Mylk2"
"Calm1_Mylk2","Calm1","Mylk2","Calm3","Mylk2","Calm3_Mylk2"
"Calm1_Oprm1","Calm1","Oprm1","Calm1","Oprm1","Calm1_Oprm1"
"Calm1_Oprm1","Calm1","Oprm1","Calm3","Oprm1","Calm3_Oprm1"
"Calm1_Pde1a","Calm1","Pde1a","Calm1","Pde1a","Calm1_Pde1a"
"Calm1_Pde1a","Calm1","Pde1a","Calm3","Pde1a","Calm3_Pde1a"
"Calm1_Pde1b","Calm1","Pde1b","Calm1","Pde1b","Calm1_Pde1b"
"Calm1_Pde1b","Calm1","Pde1b","Calm3","Pde1b","Calm3_Pde1b"
"Calm1_Pde1c","Calm1","Pde1c","Calm1","Pde1c","Calm1_Pde1c"
"Calm1_Pde1c","Calm1","Pde1c","Calm3","Pde1c","Calm3_Pde1c"
"Calm1_Ppapdc2","Calm1","Ppapdc2","Calm1",NA,"Calm1_NA"
"Calm1_Ppapdc2","Calm1","Ppapdc2","Calm3",NA,"Calm3_NA"
"Calm1_Pth2r","Calm1","Pth2r","Calm1","Pth2r","Calm1_Pth2r"
"Calm1_Pth2r","Calm1","Pth2r","Calm3","Pth2r","Calm3_Pth2r"
"Calm1_Ptpra","Calm1","Ptpra","Calm1","Ptpra","Calm1_Ptpra"
"Calm1_Ptpra","Calm1","Ptpra","Calm3","Ptpra","Calm3_Ptpra"
"Calm1_Scn10a","Calm1","Scn10a","Calm1","Scn10a","Calm1_Scn10a"
"Calm1_Scn10a","Calm1","Scn10a","Calm3","Scn10a","Calm3_Scn10a"
"Calm1_Scn4a","Calm1","Scn4a","Calm1","Scn4a","Calm1_Scn4a"
"Calm1_Scn4a","Calm1","Scn4a","Calm3","Scn4a","Calm3_Scn4a"
"Calm1_Sctr","Calm1","Sctr","Calm1","Sctr","Calm1_Sctr"
"Calm1_Sctr","Calm1","Sctr","Calm3","Sctr","Calm3_Sctr"
"Calm1_Sell","Calm1","Sell","Calm1","Sell","Calm1_Sell"
"Calm1_Sell","Calm1","Sell","Calm3","Sell","Calm3_Sell"
"Calm1_Trpc3","Calm1","Trpc3","Calm1","Trpc3","Calm1_Trpc3"
"Calm1_Trpc3","Calm1","Trpc3","Calm3","Trpc3","Calm3_Trpc3"
"Calm1_Trpc5","Calm1","Trpc5","Calm1","Trpc5","Calm1_Trpc5"
"Calm1_Trpc5","Calm1","Trpc5","Calm3","Trpc5","Calm3_Trpc5"
"Calm1_Vipr1","Calm1","Vipr1","Calm1","Vipr1","Calm1_Vipr1"
"Calm1_Vipr1","Calm1","Vipr1","Calm3","Vipr1","Calm3_Vipr1"
"Calm2_Abca1","Calm2","Abca1",NA,"Abca1","NA_Abca1"
"Calm2_Adcy8","Calm2","Adcy8",NA,"Adcy8","NA_Adcy8"
"Calm2_Aqp6","Calm2","Aqp6",NA,"Aqp6","NA_Aqp6"
"Calm2_Cacna1c","Calm2","Cacna1c",NA,"Cacna1c","NA_Cacna1c"
"Calm2_Egfr","Calm2","Egfr",NA,"Egfr","NA_Egfr"
"Calm2_Gp6","Calm2","Gp6",NA,"Gp6","NA_Gp6"
"Calm2_Grm5","Calm2","Grm5",NA,"Grm5","NA_Grm5"
"Calm2_Grm7","Calm2","Grm7",NA,"Grm7","NA_Grm7"
"Calm2_Insr","Calm2","Insr",NA,"Insr","NA_Insr"
"Calm2_Kcnq1","Calm2","Kcnq1",NA,"Kcnq1","NA_Kcnq1"
"Calm2_Kcnq3","Calm2","Kcnq3",NA,"Kcnq3","NA_Kcnq3"
"Calm2_Kcnq5","Calm2","Kcnq5",NA,"Kcnq5","NA_Kcnq5"
"Calm2_Mylk","Calm2","Mylk",NA,"Mylk","NA_Mylk"
"Calm2_Mylk2","Calm2","Mylk2",NA,"Mylk2","NA_Mylk2"
"Calm2_Pde1a","Calm2","Pde1a",NA,"Pde1a","NA_Pde1a"
"Calm2_Pde1b","Calm2","Pde1b",NA,"Pde1b","NA_Pde1b"
"Calm2_Pde1c","Calm2","Pde1c",NA,"Pde1c","NA_Pde1c"
"Calm2_Ppapdc2","Calm2","Ppapdc2",NA,NA,"NA_NA"
"Calm2_Scn10a","Calm2","Scn10a",NA,"Scn10a","NA_Scn10a"
"Calm2_Scn4a","Calm2","Scn4a",NA,"Scn4a","NA_Scn4a"
"Calm2_Sell","Calm2","Sell",NA,"Sell","NA_Sell"
"Calm2_Trpc5","Calm2","Trpc5",NA,"Trpc5","NA_Trpc5"
"Calm3_Abca1","Calm3","Abca1","Calm2","Abca1","Calm2_Abca1"
"Calm3_Adcy8","Calm3","Adcy8","Calm2","Adcy8","Calm2_Adcy8"
"Calm3_Aqp6","Calm3","Aqp6","Calm2","Aqp6","Calm2_Aqp6"
"Calm3_Egfr","Calm3","Egfr","Calm2","Egfr","Calm2_Egfr"
"Calm3_Gp6","Calm3","Gp6","Calm2","Gp6","Calm2_Gp6"
"Calm3_Grm5","Calm3","Grm5","Calm2","Grm5","Calm2_Grm5"
"Calm3_Grm7","Calm3","Grm7","Calm2","Grm7","Calm2_Grm7"
"Calm3_Insr","Calm3","Insr","Calm2","Insr","Calm2_Insr"
"Calm3_Kcnq1","Calm3","Kcnq1","Calm2","Kcnq1","Calm2_Kcnq1"
"Calm3_Kcnq3","Calm3","Kcnq3","Calm2","Kcnq3","Calm2_Kcnq3"
"Calm3_Kcnq5","Calm3","Kcnq5","Calm2","Kcnq5","Calm2_Kcnq5"
"Calm3_Mylk","Calm3","Mylk","Calm2","Mylk","Calm2_Mylk"
"Calm3_Mylk2","Calm3","Mylk2","Calm2","Mylk2","Calm2_Mylk2"
"Calm3_Pde1a","Calm3","Pde1a","Calm2","Pde1a","Calm2_Pde1a"
"Calm3_Pde1b","Calm3","Pde1b","Calm2","Pde1b","Calm2_Pde1b"
"Calm3_Pde1c","Calm3","Pde1c","Calm2","Pde1c","Calm2_Pde1c"
"Calm3_Ppapdc2","Calm3","Ppapdc2","Calm2",NA,"Calm2_NA"
"Calm3_Scn10a","Calm3","Scn10a","Calm2","Scn10a","Calm2_Scn10a"
"Calm3_Scn4a","Calm3","Scn4a","Calm2","Scn4a","Calm2_Scn4a"
"Calm3_Sell","Calm3","Sell","Calm2","Sell","Calm2_Sell"
"Calm3_Trpc5","Calm3","Trpc5","Calm2","Trpc5","Calm2_Trpc5"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Bl","Calr_H2-Bl"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q2","Calr_H2-Q2"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-T23","Calr_H2-T23"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-K1","Calr_H2-K1"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q5","Calr_H2-Q5"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M5","Calr_H2-M5"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q1","Calr_H2-Q1"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M2","Calr_H2-M2"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M11","Calr_H2-M11"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-D1","Calr_H2-D1"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q6","Calr_H2-Q6"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q7","Calr_H2-Q7"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q4","Calr_H2-Q4"
"Calr_Hla-f","Calr","Hla-f","Calr","Gm8909","Calr_Gm8909"
"Calr_Hla-f","Calr","Hla-f","Calr","Gm7030","Calr_Gm7030"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M3","Calr_H2-M3"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M9","Calr_H2-M9"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-M1","Calr_H2-M1"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-Q10","Calr_H2-Q10"
"Calr_Hla-f","Calr","Hla-f","Calr","Gm11127","Calr_Gm11127"
"Calr_Hla-f","Calr","Hla-f","Calr","H2-T3","Calr_H2-T3"
"Calr_Itga2b","Calr","Itga2b","Calr","Itga2b","Calr_Itga2b"
"Calr_Itga3","Calr","Itga3","Calr","Itga3","Calr_Itga3"
"Calr_Itgav","Calr","Itgav","Calr","Itgav","Calr_Itgav"
"Calr_Lrp1","Calr","Lrp1","Calr","Lrp1","Calr_Lrp1"
"Calr_Mtnr1a","Calr","Mtnr1a","Calr","Mtnr1a","Calr_Mtnr1a"
"Calr_Scarf1","Calr","Scarf1","Calr","Scarf1","Calr_Scarf1"
"Calr_Tshr","Calr","Tshr","Calr","Tshr","Calr_Tshr"
"Camp_Egfr","Camp","Egfr","Camp","Egfr","Camp_Egfr"
"Camp_Fpr2","Camp","Fpr2","Camp","Fpr3","Camp_Fpr3"
"Camp_Fpr2","Camp","Fpr2","Camp","Fpr2","Camp_Fpr2"
"Camp_Igf1r","Camp","Igf1r","Camp","Igf1r","Camp_Igf1r"
"Camp_P2rx7","Camp","P2rx7","Camp","P2rx7","Camp_P2rx7"
"Cck_Cckar","Cck","Cckar","Cck","Cckar","Cck_Cckar"
"Cck_Cckbr","Cck","Cckbr","Cck","Cckbr","Cck_Cckbr"
"Ccl11_Ackr2","Ccl11","Ackr2","Ccl11","Ackr2","Ccl11_Ackr2"
"Ccl11_Ackr4","Ccl11","Ackr4","Ccl11","Ackr4","Ccl11_Ackr4"
"Ccl11_Ccr2","Ccl11","Ccr2","Ccl11","Ccr2","Ccl11_Ccr2"
"Ccl11_Ccr3","Ccl11","Ccr3","Ccl11","Ccr3","Ccl11_Ccr3"
"Ccl11_Ccr5","Ccl11","Ccr5","Ccl11","Ccr5","Ccl11_Ccr5"
"Ccl11_Cxcr3","Ccl11","Cxcr3","Ccl11","Cxcr3","Ccl11_Cxcr3"
"Ccl13_Ackr2","Ccl13","Ackr2",NA,"Ackr2","NA_Ackr2"
"Ccl13_Ackr4","Ccl13","Ackr4",NA,"Ackr4","NA_Ackr4"
"Ccl13_Ccr1","Ccl13","Ccr1",NA,"Ccr1l1","NA_Ccr1l1"
"Ccl13_Ccr1","Ccl13","Ccr1",NA,"Ccr1","NA_Ccr1"
"Ccl13_Ccr2","Ccl13","Ccr2",NA,"Ccr2","NA_Ccr2"
"Ccl13_Ccr3","Ccl13","Ccr3",NA,"Ccr3","NA_Ccr3"
"Ccl13_Ccr5","Ccl13","Ccr5",NA,"Ccr5","NA_Ccr5"
"Ccl13_Ccr9","Ccl13","Ccr9",NA,"Ccr9","NA_Ccr9"
"Ccl13_Cxcr3","Ccl13","Cxcr3",NA,"Cxcr3","NA_Cxcr3"
"Ccl14_Ackr2","Ccl14","Ackr2",NA,"Ackr2","NA_Ackr2"
"Ccl14_Ccr1","Ccl14","Ccr1",NA,"Ccr1l1","NA_Ccr1l1"
"Ccl14_Ccr1","Ccl14","Ccr1",NA,"Ccr1","NA_Ccr1"
"Ccl14_Ccr3","Ccl14","Ccr3",NA,"Ccr3","NA_Ccr3"
"Ccl14_Ccr5","Ccl14","Ccr5",NA,"Ccr5","NA_Ccr5"
"Ccl15_Ccr1","Ccl15","Ccr1","Ccl6","Ccr1l1","Ccl6_Ccr1l1"
"Ccl15_Ccr1","Ccl15","Ccr1","Ccl6","Ccr1","Ccl6_Ccr1"
"Ccl15_Ccr1","Ccl15","Ccr1","Ccl9","Ccr1l1","Ccl9_Ccr1l1"
"Ccl15_Ccr1","Ccl15","Ccr1","Ccl9","Ccr1","Ccl9_Ccr1"
"Ccl15_Ccr3","Ccl15","Ccr3","Ccl6","Ccr3","Ccl6_Ccr3"
"Ccl15_Ccr3","Ccl15","Ccr3","Ccl9","Ccr3","Ccl9_Ccr3"
"Ccl16_Ccr1","Ccl16","Ccr1",NA,"Ccr1l1","NA_Ccr1l1"
"Ccl16_Ccr1","Ccl16","Ccr1",NA,"Ccr1","NA_Ccr1"
"Ccl16_Ccr2","Ccl16","Ccr2",NA,"Ccr2","NA_Ccr2"
"Ccl16_Ccr5","Ccl16","Ccr5",NA,"Ccr5","NA_Ccr5"
"Ccl16_Ccr8","Ccl16","Ccr8",NA,"Ccr8","NA_Ccr8"
"Ccl16_Hrh4","Ccl16","Hrh4",NA,"Hrh4","NA_Hrh4"
"Ccl17_Ccr4","Ccl17","Ccr4","Ccl17","Ccr4","Ccl17_Ccr4"
"Ccl17_Ccr8","Ccl17","Ccr8","Ccl17","Ccr8","Ccl17_Ccr8"
"Ccl17_Darc","Ccl17","Darc","Ccl17",NA,"Ccl17_NA"
"Ccl18_C14orf1","Ccl18","C14orf1","Ccl3",NA,"Ccl3_NA"
"Ccl19_Ackr2","Ccl19","Ackr2","CR974586.5","Ackr2","CR974586.5_Ackr2"
"Ccl19_Ackr2","Ccl19","Ackr2","CR974586.3","Ackr2","CR974586.3_Ackr2"
"Ccl19_Ackr2","Ccl19","Ackr2","Ccl19","Ackr2","Ccl19_Ackr2"
"Ccl19_Ackr2","Ccl19","Ackr2","Gm2564","Ackr2","Gm2564_Ackr2"
"Ccl19_Ackr2","Ccl19","Ackr2","Ccl19","Ackr2","Ccl19_Ackr2"
"Ccl19_Ackr4","Ccl19","Ackr4","CR974586.5","Ackr4","CR974586.5_Ackr4"
"Ccl19_Ackr4","Ccl19","Ackr4","CR974586.3","Ackr4","CR974586.3_Ackr4"
"Ccl19_Ackr4","Ccl19","Ackr4","Ccl19","Ackr4","Ccl19_Ackr4"
"Ccl19_Ackr4","Ccl19","Ackr4","Gm2564","Ackr4","Gm2564_Ackr4"
"Ccl19_Ackr4","Ccl19","Ackr4","Ccl19","Ackr4","Ccl19_Ackr4"
"Ccl19_Ccr10","Ccl19","Ccr10","CR974586.5","Ccr10","CR974586.5_Ccr10"
"Ccl19_Ccr10","Ccl19","Ccr10","CR974586.3","Ccr10","CR974586.3_Ccr10"
"Ccl19_Ccr10","Ccl19","Ccr10","Ccl19","Ccr10","Ccl19_Ccr10"
"Ccl19_Ccr10","Ccl19","Ccr10","Gm2564","Ccr10","Gm2564_Ccr10"
"Ccl19_Ccr10","Ccl19","Ccr10","Ccl19","Ccr10","Ccl19_Ccr10"
"Ccl19_Ccr7","Ccl19","Ccr7","CR974586.5","Ccr7","CR974586.5_Ccr7"
"Ccl19_Ccr7","Ccl19","Ccr7","CR974586.3","Ccr7","CR974586.3_Ccr7"
"Ccl19_Ccr7","Ccl19","Ccr7","Ccl19","Ccr7","Ccl19_Ccr7"
"Ccl19_Ccr7","Ccl19","Ccr7","Gm2564","Ccr7","Gm2564_Ccr7"
"Ccl19_Ccr7","Ccl19","Ccr7","Ccl19","Ccr7","Ccl19_Ccr7"
"Ccl19_Ccrl2","Ccl19","Ccrl2","CR974586.5","Ccrl2","CR974586.5_Ccrl2"
"Ccl19_Ccrl2","Ccl19","Ccrl2","CR974586.3","Ccrl2","CR974586.3_Ccrl2"
"Ccl19_Ccrl2","Ccl19","Ccrl2","Ccl19","Ccrl2","Ccl19_Ccrl2"
"Ccl19_Ccrl2","Ccl19","Ccrl2","Gm2564","Ccrl2","Gm2564_Ccrl2"
"Ccl19_Ccrl2","Ccl19","Ccrl2","Ccl19","Ccrl2","Ccl19_Ccrl2"
"Ccl19_Cxcr3","Ccl19","Cxcr3","CR974586.5","Cxcr3","CR974586.5_Cxcr3"
"Ccl19_Cxcr3","Ccl19","Cxcr3","CR974586.3","Cxcr3","CR974586.3_Cxcr3"
"Ccl19_Cxcr3","Ccl19","Cxcr3","Ccl19","Cxcr3","Ccl19_Cxcr3"
"Ccl19_Cxcr3","Ccl19","Cxcr3","Gm2564","Cxcr3","Gm2564_Cxcr3"
"Ccl19_Cxcr3","Ccl19","Cxcr3","Ccl19","Cxcr3","Ccl19_Cxcr3"
"Ccl1_Ccr8","Ccl1","Ccr8","Ccl1","Ccr8","Ccl1_Ccr8"
"Ccl20_Ccr6","Ccl20","Ccr6","Ccl20","Ccr6","Ccl20_Ccr6"
"Ccl20_Cxcr3","Ccl20","Cxcr3","Ccl20","Cxcr3","Ccl20_Cxcr3"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21c","Ackr2","Ccl21c_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21b","Ackr2","Ccl21b_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21b","Ackr2","Ccl21b_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21a","Ackr2","Ccl21a_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Gm21541","Ackr2","Gm21541_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Gm13304","Ackr2","Gm13304_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21b","Ackr2","Ccl21b_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Gm10591","Ackr2","Gm10591_Ackr2"
"Ccl21_Ackr2","Ccl21","Ackr2","Ccl21a","Ackr2","Ccl21a_Ackr2"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21c","Ackr4","Ccl21c_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21b","Ackr4","Ccl21b_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21b","Ackr4","Ccl21b_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21a","Ackr4","Ccl21a_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Gm21541","Ackr4","Gm21541_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Gm13304","Ackr4","Gm13304_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21b","Ackr4","Ccl21b_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Gm10591","Ackr4","Gm10591_Ackr4"
"Ccl21_Ackr4","Ccl21","Ackr4","Ccl21a","Ackr4","Ccl21a_Ackr4"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21c","Ccr7","Ccl21c_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21b","Ccr7","Ccl21b_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21b","Ccr7","Ccl21b_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21a","Ccr7","Ccl21a_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Gm21541","Ccr7","Gm21541_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Gm13304","Ccr7","Gm13304_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21b","Ccr7","Ccl21b_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Gm10591","Ccr7","Gm10591_Ccr7"
"Ccl21_Ccr7","Ccl21","Ccr7","Ccl21a","Ccr7","Ccl21a_Ccr7"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21c","Cxcr3","Ccl21c_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21b","Cxcr3","Ccl21b_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21b","Cxcr3","Ccl21b_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21a","Cxcr3","Ccl21a_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Gm21541","Cxcr3","Gm21541_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Gm13304","Cxcr3","Gm13304_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21b","Cxcr3","Ccl21b_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Gm10591","Cxcr3","Gm10591_Cxcr3"
"Ccl21_Cxcr3","Ccl21","Cxcr3","Ccl21a","Cxcr3","Ccl21a_Cxcr3"
"Ccl22_Ccr4","Ccl22","Ccr4","Ccl22","Ccr4","Ccl22_Ccr4"
"Ccl23_Ccr1","Ccl23","Ccr1","Ccl6","Ccr1l1","Ccl6_Ccr1l1"
"Ccl23_Ccr1","Ccl23","Ccr1","Ccl6","Ccr1","Ccl6_Ccr1"
"Ccl23_Ccr1","Ccl23","Ccr1","Ccl9","Ccr1l1","Ccl9_Ccr1l1"
"Ccl23_Ccr1","Ccl23","Ccr1","Ccl9","Ccr1","Ccl9_Ccr1"
"Ccl24_Ccr2","Ccl24","Ccr2","Ccl24","Ccr2","Ccl24_Ccr2"
"Ccl24_Ccr3","Ccl24","Ccr3","Ccl24","Ccr3","Ccl24_Ccr3"
"Ccl25_Ackr2","Ccl25","Ackr2","Ccl25","Ackr2","Ccl25_Ackr2"
